B,C,G,J,L,N,P,R,T,V,X,Z,AB
0b53bdba-2ed7-11ef-a183-99ad05e145f0,歌う,唱歌；咏,[sound:歌う_ウタウ━_0_NHK-2016-local.mp3],私はカラオケで歌うのが大好きです,我很喜欢唱卡拉OK,[sound:hypertts-49799f7e5a41404e53cfed0c11d43d78c6adc066057f6b412c7d3c19.mp3],,,,,,
0b53c846-2ed7-11ef-a183-99ad05e145f0,火曜日,周二,[sound:火曜日_カヨ＼ービ_2_NHK-2016-local.mp3],月曜日・水曜日・木曜日・金曜日・土曜日・日曜日,其他周一到周日的叫法,[sound:voicepeak-37-月曜日・水曜日・木曜日・金曜日・土曜日・-435.mp3],,,,,,
0b53ec22-2ed7-11ef-a183-99ad05e145f0,花,花,[sound:花_ハナ＼_2_NHK-2016-local.mp3],花が咲く,开花,[sound:hypertts-e888fd33ddc0de6e852d892568091aed200296ddea92d98793fe489e.mp3],,,,,,
0b53f5a0-2ed7-11ef-a183-99ad05e145f0,荷物,行李,[sound:荷物_ニ＼モツ_1_NHK-2016-local.mp3],荷物を運ぶ,搬运行李,[sound:hypertts-3e912c252750a5b50c5c14e3ac7a7159a50df57779e1d162b88833ed.mp3],,,,,,
0b5416ac-2ed7-11ef-a183-99ad05e145f0,会う,见面；偶遇,[sound:会う_ア＼ウ_1_NHK-2016-local.mp3],あとでお会いしましょう,一会儿见；回头见,[sound:hypertts-09c517992597f6cabbac49e3bf97e0d80c4ea4a071e65f8a05595c3a.mp3],,,,,,
0b542f48-2ed7-11ef-a183-99ad05e145f0,会社,公司,[sound:会社_カイシャ━_0_NHK-2016-local.mp3],会社の社長,总经理,[sound:hypertts-30c1db0059c42313756e5f56e58f109a694160ac9f1dd9fa10eca25b.mp3],株式会社,股份有限公司,[sound:hypertts-3fa6384ce3e74389890ce8935e7b0a05711069d98f12de166c6027cc.mp3],,,
0b54374a-2ed7-11ef-a183-99ad05e145f0,会社員,公司职员,[sound:会社員_カイシャ＼イン_3_NHK-2016-local.mp3],会社員になる,当公司职员,[sound:hypertts-c9a21f309541db338c88232a7d9640325b22f55806a028f13cdf9bb0.mp3],,,,,,
0b54478a-2ed7-11ef-a183-99ad05e145f0,海,大海，海洋,[sound:海_ウ＼ミ_1_NHK-2016-local.mp3],海を渡る,渡海,[sound:hypertts-d487a7a93a12f662c28dd962417f4baa069e7f20c0037dc1d8fe7cd1.mp3],,,,,,
0b544fa0-2ed7-11ef-a183-99ad05e145f0,海外,海外，国外,[sound:海外_カ＼イカ゚イ_1_NHK-2016-local.mp3],海外に留学する,出国留学,[sound:hypertts-10a7ff0d906b1efd8ca68591a73d74ec88966225ac1b53ece57276bc.mp3],,,,,,
0b5457c0-2ed7-11ef-a183-99ad05e145f0,灰皿,烟灰缸,[sound:灰皿_ハイザラ━_0_NHK-2016-local.mp3],灰皿をください,给我烟灰缸,[sound:hypertts-2e7dd6ff64b991f66f80bb07f9fb817ff36dbf5f9c5b348e03a798ba.mp3],,,,,,
0b545fb8-2ed7-11ef-a183-99ad05e145f0,皆さん,各位，诸位,[sound:皆さん_ミナ＼サン_2_NHK-2016-local.mp3],皆さんにお伝えすることがあります,有事向大家传达,[sound:hypertts-a0c199b28beaae8e79587dbcdd2d912174d11b0e0281e7f610d800d6.mp3],,,,,,
0b546800-2ed7-11ef-a183-99ad05e145f0,絵,绘画,[sound:絵_エ＼_1_NHK-2016-local.mp3],絵を描く,画画,[sound:hypertts-2d89c5bdb1fc254f70ae73430054c591c92a88f85a3eaa0ba30b4c9d.mp3],,,,,,
0b547020-2ed7-11ef-a183-99ad05e145f0,開[あ]く,打开；开张,[sound:開く_アク━_0_NHK-2016-local.mp3],ドアが開く,门开了,[sound:hypertts-4673fd6191da93ed9bf6d149833ab3af736d0516b8ea3c36b90c546e.mp3],,,,,,
0b5478f4-2ed7-11ef-a183-99ad05e145f0,開ける,打开，翻开；开张,[sound:開ける_アケル━_0_NHK-2016-local.mp3],窓を開ける,开窗,[sound:hypertts-97227069a4f5c65896501f23ed14f9387fd8b6d19dec2571a771138f.mp3],,,,,,
0b548146-2ed7-11ef-a183-99ad05e145f0,階段,楼梯；等级,[sound:階段_カイダン━_0_NHK-2016-local.mp3],階段を上がる,上楼梯,[sound:hypertts-4f7f947fbfec408f3be16a1ced7e69f2cf8549338a8004cd168fc8f3.mp3],非常階段,应急楼梯,[sound:hypertts-bcdd46d99f99a472ee63fa483dadfc06722ed85e344918ced4fa4b9e.mp3],,,
0b5489b6-2ed7-11ef-a183-99ad05e145f0,外,室外；外面,[sound:外_ソ＼ト_1_NHK-2016-local.mp3],外がにぎやかだ,外边很热闹,[sound:hypertts-e8b81beea67f6e4983adc20eb72d7df574b81dcd5caed7e0796be072.mp3],,,,,,
0b549212-2ed7-11ef-a183-99ad05e145f0,外国,外国，国外,[sound:外国_ガイコク━_0_NHK-2016-local.mp3],外国製の時計,外国造的钟表,[sound:hypertts-734497f0a4609a9546e06044c5bd73ffd6f168f78a8600266bf2cd1c.mp3],,,,,,
0b549a1e-2ed7-11ef-a183-99ad05e145f0,外国人,外国人，海外人士,[sound:外国人_ガイコク＼ジン_4_NHK-2016-local.mp3],外国人と英語で話す,用英语跟外国人谈话,[sound:hypertts-786520dfb7b1cf45eec6747b90f69bd5fae85ae8310ab835c7924566.mp3],,,,,,
0b54aa72-2ed7-11ef-a183-99ad05e145f0,角[かど],（道路等）拐角；（桌子等）棱角,[sound:角_カ＼ド_1_NHK-2016-local.mp3],ページの角を折る,在书页上折个角,[sound:hypertts-4ab2eb77ee6a2c9d20fbd4c26478a2577e04a40b51ca6ac4ec6ff2cb.mp3],机の角,桌子角,[sound:hypertts-5992c0bb91cd20c6719973bd041dde0d7f6ef15b0152f62bf7ae5c72.mp3],本屋はあの通りの角にある,书店在那条街的拐角处,[sound:hypertts-f2abc01813a021a3a5204acb958b065415ae927fba1688382aa6c879.mp3]
0b54b2b0-2ed7-11ef-a183-99ad05e145f0,学校,学校,[sound:学校_ガッコー━_0_NHK-2016-local.mp3],来年学校を卒業する,明年从学校毕业,[sound:hypertts-25b536adc4e9e942bb88fc3ddc64ee800df064b714eed40753a645e4.mp3],,,,,,
0b54bada-2ed7-11ef-a183-99ad05e145f0,学生,学生,[sound:学生_ガクセー━_0_NHK-2016-local.mp3],文学部は女子学生が男子学生よりも多い,文学系女生比男生多,[sound:hypertts-cfbc71c09b43bc9c1313cc33d874558a1461caa2a9d7d021ff2d96b4.mp3],,,,,,
0b54c2e6-2ed7-11ef-a183-99ad05e145f0,楽しい,愉快的，快乐的,[sound:楽しい_タノシ＼イ_3_NHK-2016-local.mp3],楽しいクリスマス,愉快的圣诞节,[sound:hypertts-5569d113f4d141da735d6401838072e78e3c2b390991273151f38023.mp3],,,,,,
0b54cd68-2ed7-11ef-a183-99ad05e145f0,掛かる,花费；悬挂；上锁,[sound:掛かる_カカ＼ル_2_NHK-2016-local.mp3],手間が掛かる,费工夫,[sound:hypertts-fcc479bc0f7e628c39b969baa9f3a32ad33f7aa2e98a764de0748418.mp3],赤いカーテンの掛かった部屋,挂着红窗帘的房间,[sound:hypertts-c4de190d338d79ff2be742f873b8996492ff281c163bebc3bbed32e8.mp3],このドアは鍵が掛からない,这个门锁不上,[sound:hypertts-202e214adc6126dc20075efe2ab55e12121f67516de0713d7b5c7513.mp3]
0b54de70-2ed7-11ef-a183-99ad05e145f0,活動,活动,[sound:活動_カツドー━_0_NHK-2016-local.mp3],課外活動,课外活动,[sound:hypertts-1643fdc7c39c73b691b0bc857918b3266c35b201f657adc9d52fe171.mp3],,,,,,
0b54ef28-2ed7-11ef-a183-99ad05e145f0,寒い,（天气）冷的,[sound:寒い_サム＼イ_2_NHK-2016-local.mp3],今日はちょっと寒いね,今天有点冷啊,[sound:hypertts-3e316011520e7e8a09ab32749adcfe3e260b71de9e80546e8262fcc0.mp3],,,,,,
0b54f734-2ed7-11ef-a183-99ad05e145f0,歓迎会,迎新会,[sound:歓迎会_カンケ゚＼ーカイ_3_NHK-2016-local.mp3],送別会,送别会,[sound:hypertts-bf9a5a57bb5112e0cece867fe2c9fb0f82a20335a87dc9503d219ffa.mp3],,,,,,
0b54ff40-2ed7-11ef-a183-99ad05e145f0,漢字,汉字,[sound:漢字_カンジ━_0_NHK-2016-local.mp3],漢字の音訓,汉字的音训,[sound:hypertts-994ab31d3427523236ba06db86d1fba90a53ede830c5981f79abe843.mp3],,,,,,
0b5507b0-2ed7-11ef-a183-99ad05e145f0,甘い,甜的；宽松的，不严厉的,[sound:甘い_アマイ━_0_NHK-2016-local.mp3],自分に甘い,对自己不严格,[sound:hypertts-63bc494215ec28edc65b10539b02ddbf0ec98f46c4d66d5a1155f83e.mp3],彼女は甘いものが大好きだ,她非常爱吃甜的东西,[sound:hypertts-6c1b03f3394222be6658f6f559e0535cc224974896317a8ab77294ff.mp3],,,
0b550fee-2ed7-11ef-a183-99ad05e145f0,丸い,圆的；圆滑的,[sound:丸い_マルイ━_0_NHK-2016-local.mp3],丸いテーブル,圆桌,[sound:hypertts-3f237c9f33e1adc8862f78b6e0b21e54250656efc3f17fd8ffef4b89.mp3],,,,,,
0b55182c-2ed7-11ef-a183-99ad05e145f0,眼鏡,眼镜,[sound:眼鏡_メ＼カ゚ネ_1_NHK-2016-local.mp3],眼鏡を外す,摘下眼镜,[sound:hypertts-e307c91f13b4d3ca90feaae6f093ef12c8ba0938b15d6c66658fada8.mp3],,,,,,
0b552056-2ed7-11ef-a183-99ad05e145f0,顔,脸；表情,[sound:顔_カオ━_0_NHK-2016-local.mp3],まるい顔,圆脸,[sound:hypertts-ef3f9251519685cee5403e35dbd9a294a29538dd1c6ad894bf1a1a4f.mp3],難しい顔をする,面带难色,[sound:hypertts-629ac1276254963a36345c3e8243ad14e1ec8b3722596f410f5497c2.mp3],,,
0b55317c-2ed7-11ef-a183-99ad05e145f0,危ない,危险的；岌岌可危的,[sound:危ない_アブナイ━_0_NHK-2016-local.mp3],命が危ない,有生命危险；命在旦夕,[sound:hypertts-e88dd2ec60d946d479c56f7b855804001876237f5105bea7a9d5027b.mp3],,,,,,
0b5539a6-2ed7-11ef-a183-99ad05e145f0,机,桌子，书桌,[sound:机_ツクエ━_0_NHK-2016-local.mp3],丸い机,圆桌,[sound:hypertts-1e9a7f0e14b826ef9b219e87ae0f2329e4e37ccbd2e8a1b8416d1a1f.mp3],,,,,,
0b5549aa-2ed7-11ef-a183-99ad05e145f0,帰る,回家，回去,[sound:帰る_カ＼エル_1_NHK-2016-local.mp3],家に帰る,回家,[sound:hypertts-65479a9e7a36d2c116df05ff407f271e152707f9d81e814360e906ac.mp3],,,,,,
0b55547c-2ed7-11ef-a183-99ad05e145f0,帰国,回国,[sound:帰国_キコク━_0_NHK-2016-local.mp3],彼女は来年帰国する予定だ,她准备明年回国,[sound:hypertts-4094557dc8cd955cf22197b9df7b9ba1491849d29f9cc8229d510efe.mp3],,,,,,
0b555c9c-2ed7-11ef-a183-99ad05e145f0,気温,气温,[sound:気温_キオン━_0_NHK-2016-local.mp3],気温が上がる,气温上升,[sound:hypertts-612bbe0a521427b2ed06373f8ebca577a556ddace30389db9265e38b.mp3],気温が下がる,气温下降,[sound:hypertts-43de7c5eec1c778b18f2f305762b414bf7910b67bdebabab0a93e25c.mp3],,,
0b556d18-2ed7-11ef-a183-99ad05e145f0,記念品,纪念品,[sound:記念品_キネンヒン━_0_NHK-2016-local.mp3],記念品を贈る,赠送纪念品,[sound:hypertts-82a36dcddc60aa84977d05ea5447d89bc264cafc560703a9d3e5a326.mp3],,,,,,
0b55752e-2ed7-11ef-a183-99ad05e145f0,起きる,起床；没睡觉,[sound:起きる_オキ＼ル_2_NHK-2016-local.mp3],毎朝5時に起きる,每天早晨五点钟起床,[sound:hypertts-8181395a1a488d00789b5d4c744ad33391bbc620125b2fee898e5181.mp3],夜遅くまで起きている,晚上熬夜到很晚,[sound:hypertts-23b668c1fc9edba2e3bebbcc257dce2941086c461ba9f4600d64b03a.mp3],,,
0b557d62-2ed7-11ef-a183-99ad05e145f0,喫茶店,咖啡厅，茶馆,[sound:喫茶店_キッサテン━_0_NHK-2016-local.mp3],一日中喫茶店で時間をつぶす,整天泡在茶馆里,[sound:hypertts-5572f06fb61b50e9ac2201fddcbb9360095c461a47ccfa8c3ee05816.mp3],,,,,,
0b558578-2ed7-11ef-a183-99ad05e145f0,休む,休息；睡觉；缺席,[sound:休む_ヤス＼ム_2_NHK-2016-local.mp3],学校を休む,不上学,[sound:hypertts-f946e205f311ebdefd8a1df9b73b73ca9e052bc1d30dce5f42944754.mp3],,,,,,
0b558dac-2ed7-11ef-a183-99ad05e145f0,吸う,吸，喝；抽烟,[sound:吸う_スウ━_0_NHK-2016-local.mp3],息を吸って吐く,吸气再呼气,[sound:hypertts-4c85004c33c12dcfe3aa04a63bc44dcfee8e377de213cb73646ff206.mp3],たばこを吸う,吸烟,[sound:hypertts-a13a3941d595aa97726bc85862fdcffeafb6b42af758d37a145f8c48.mp3],,,
0b559db0-2ed7-11ef-a183-99ad05e145f0,牛肉,牛肉,[sound:牛肉_ギューニク━_0_NHK-2016-local.mp3],ビーフ,牛肉,[sound:hypertts-89190a0d642a9bb84e72795f5aecff50948a22c6ac1e73136bd02470.mp3],,,,,,
0b55a60c-2ed7-11ef-a183-99ad05e145f0,牛乳,牛奶,[sound:牛乳_ギューニュー━_0_NHK-2016-local.mp3],ミルク,牛奶,[sound:hypertts-fc4353ab3281d55685eb3a59ae7c2e153cf776458d20d27cabb458af.mp3],,,,,,
0b55ae0e-2ed7-11ef-a183-99ad05e145f0,去年,去年,[sound:去年_キョ＼ネン_1_NHK-2016-local.mp3],去年より今年のほうが暑さが厳しい,今年比去年热得多,[sound:hypertts-cbda1badec102ad87da4d6eaddfcce5132574ea85117f177f9c45c6f.mp3],,,,,,
0b55b606-2ed7-11ef-a183-99ad05e145f0,魚[さかな],鱼，鱼类,[sound:魚_サカナ━_0_NHK-2016-local.mp3],魚を釣る,钓鱼,[sound:hypertts-019bbacf98406df57a161d2f06a94255dbc88bfab05b6f2e1d84515f.mp3],,,,,,
0b55be08-2ed7-11ef-a183-99ad05e145f0,魚屋,水产店,[sound:魚屋_サカナヤ━_0_NHK-2016-local.mp3],魚屋を営む,经营鱼店,[sound:hypertts-6d874af17cb960b5d20c4ed725b528dba2b58aa91ea507ac8ec2e87a.mp3],,,,,,
0b55c646-2ed7-11ef-a183-99ad05e145f0,強い,强的，激烈的,[sound:強い_ツヨ＼イ_2_NHK-2016-local.mp3],この人は本当に力が強い,这个人真有劲儿,[sound:hypertts-9cbc233b28bde1d03b880ce451f7ebb6e1e73f5dcdc1ad982869ac15.mp3],,,,,,
0b55ce52-2ed7-11ef-a183-99ad05e145f0,教える,教，传授；告诉,[sound:教える_オシエル━_0_NHK-2016-local.mp3],道を教える,指路,[sound:hypertts-a1e98e6b11ac439b3be16169d68a4810e724ec60035d0645f8c7bb1e.mp3],日本語を教える,教日语,[sound:hypertts-63a9378215509edb27bb35ef57809d40f6a7bcee98e1b186825441a7.mp3],,,
0b55d654-2ed7-11ef-a183-99ad05e145f0,教室,教室；培训班,[sound:教室_キョーシツ━_0_NHK-2016-local.mp3],料理教室,烹饪教室,[sound:hypertts-add703ad5a1176ac9ff8e0fef29195d8a2c90736d924f15d9c348311.mp3],,,,,,
0b55e6a8-2ed7-11ef-a183-99ad05e145f0,狭い,窄的，狭小的,[sound:狭い_セマ＼イ_2_NHK-2016-local.mp3],狭い部屋,狭小的屋子,[sound:hypertts-e5b83ff0757bb372092a04fa71087267fe771a66b45e7369843dd5ff.mp3],,,,,,
0b55f724-2ed7-11ef-a183-99ad05e145f0,近い,近的，靠近的,[sound:近い_チカ＼イ_2_NHK-2016-local.mp3],学校は山に近い,学校靠近山,[sound:hypertts-6cc9323cd4c491eb1b0f6ef32491d63baeb5bc9e79349df2f972caeb.mp3],,,,,,
0b55ff26-2ed7-11ef-a183-99ad05e145f0,近く,附近；接近,[sound:近く_チ＼カク_1_NHK-2016-local.mp3],会社の近くに本屋がある,公司附近有书店,[sound:hypertts-e452fdf3b003d2c91b1beef11d85773e2a90a3aaf3ed970b55935aac.mp3],,,,,,
0b56070a-2ed7-11ef-a183-99ad05e145f0,金,金钱，钱,[sound:金_カネ━_0_NHK-2016-local.mp3],金がかかる,费钱,[sound:hypertts-0ea4673d0e29e093f09bb8c9048c2c96e322530fbfc8a88ec4f92242.mp3],お金,（美化语）钱,[sound:お金_オカネ━_0_NHK-2016-local.mp3],,,
0b560f20-2ed7-11ef-a183-99ad05e145f0,金曜日,周五,[sound:金曜日_キンヨ＼ービ_3_NHK-2016-local.mp3],月曜日・火曜日・水曜日・木曜日・土曜日・日曜日,其他周一到周日的叫法,[sound:voicepeak-40-月曜日・火曜日・水曜日・木曜日・土曜日・-435.mp3],,,,,,
0b561736-2ed7-11ef-a183-99ad05e145f0,銀,银,[sound:銀_ギ＼ン_1_NHK-2016-local.mp3],銀メダル,银牌；银质奖章,[sound:hypertts-53071fb74ccd28357e467d5e9cfbcfe9da216d4f7110ae57c89cce24.mp3],,,,,,
0b561f88-2ed7-11ef-a183-99ad05e145f0,銀行,银行,[sound:銀行_ギンコー━_0_NHK-2016-local.mp3],A銀行B支店,A银行B分行,[sound:hypertts-1deff08cf52050fdccd450323d5dac4d9e293fa729dfde8df44e52eb.mp3],,,,,,
0b5627b2-2ed7-11ef-a183-99ad05e145f0,銀行員,银行工作人员,[sound:銀行員_ギンコ＼ーイン_3_NHK-2016-local.mp3],彼は予期に反して銀行員になってしまった,没有预想到，他竟当上了银行员,[sound:hypertts-14761872dd950d18630db48353b04cfa6f56fb82811dfdbff4f819bb.mp3],,,,,,
0b563216-2ed7-11ef-a183-99ad05e145f0,九つ,九个；九岁,[sound:九つ_ココ＼ノツ_2_NHK-2016-local.mp3],一つ・二つ・三つ・四つ・五つ・六つ・七つ・八つ・十,其他1〜10个的说法,[sound:voicepeak-11-一つ・二つ・三つ・四つ・五つ・六つ・七つ-435.mp3],,,,,,
0b563a40-2ed7-11ef-a183-99ad05e145f0,九日,九号；九天,[sound:九日_ココノカ━_0_NHK-2016-local.mp3],一日・二日・三日・四日・五日・六日・七日・八日・十日,其他1〜10日的叫法,[sound:voicepeak-12-一日・二日・三日・四日・五日・六日・七日-435.mp3],,,,,,
0b564238-2ed7-11ef-a183-99ad05e145f0,空[そら],天空,[sound:空_ソ＼ラ_1_NHK-2016-local.mp3],空を飛ぶ,在天空中飞翔,[sound:hypertts-b72e24e0421463779d2c0d5476a71f882826b54c20ea33cc4b7c39ba.mp3],,,,,,
0b564a3a-2ed7-11ef-a183-99ad05e145f0,靴,鞋子,[sound:靴_クツ＼_2_NHK-2016-local.mp3],靴のかかと,鞋后跟,[sound:hypertts-186604633dcacec4afb1a463a313f79407fbefadd4a1e562426f89e7.mp3],,,,,,
0b565228-2ed7-11ef-a183-99ad05e145f0,靴下,袜子,[sound:靴下_クツ＼シタ_2_NHK-2016-local.mp3],ソックス,短袜,[sound:hypertts-519a8a0fb85fc26a65b3773aad55af72e768f58dd00911b05092bb4c.mp3],,,,,,
0b565a16-2ed7-11ef-a183-99ad05e145f0,熊,熊,[sound:熊_ク＼マ_1_NHK-2016-local.mp3],シロ熊,白熊；北极熊,[sound:hypertts-4834fdc107525be7353b1c3d17d039accca5998b399767a854a2464e.mp3],,,,,,
0b566268-2ed7-11ef-a183-99ad05e145f0,兄,（自己的）哥哥，姐夫,[sound:兄_ア＼ニ_1_NHK-2016-local.mp3],いちばん上の兄,大哥；长兄,[sound:hypertts-8e683c19edfb348f2963363ac4ed08b777044b635ea79a57ac70d160.mp3],,,,,,
0b566a7e-2ed7-11ef-a183-99ad05e145f0,兄弟,兄弟姐妹,[sound:兄弟_キョ＼ーダイ_1_NHK-2016-local.mp3],私は3人兄弟で兄と姉がいます,我兄弟姐妹三人，有一个哥哥、一个姐姐,[sound:hypertts-087f5e2d6b9da14993288bef65e554d295824fe96ba67768f1567ac3.mp3],,,,,,
0b5672a8-2ed7-11ef-a183-99ad05e145f0,経度,经度,[sound:経度_ケ＼ード_1_NHK-2016-local.mp3],緯度,纬度,[sound:hypertts-cf7c1b5b642d53fc003dbbdd822974c7567aaeff8e52778d65cdfe2c.mp3],,,,,,
0b567aa0-2ed7-11ef-a183-99ad05e145f0,警官,警察，警官,[sound:警官_ケーカン━_0_NHK-2016-local.mp3],交通警官が事故を調べる,交通警察对事故进行调查,[sound:hypertts-e6837dec355c47f9da97c7caaf0b79a231b2c7deab6ee4148bccf1f2.mp3],,,,,,
0b5682ac-2ed7-11ef-a183-99ad05e145f0,軽い,轻的，轻巧的,[sound:軽い_カルイ━_0_NHK-2016-local.mp3],体重が軽い,体重轻,[sound:hypertts-6a3b119766e5af04ddaa26c04d7dd49d0e69acfe1f4d9e3e27a89b33.mp3],,,,,,
0b5692ba-2ed7-11ef-a183-99ad05e145f0,結構,构造；非常；好的；满足；够,[sound:結構_ケ＼ッコー_1_NHK-2016-local.mp3],結構有名だ,还很有名,[sound:hypertts-2157f73fdd98387ec1c75a897e4b9553cb52239f03eadc01c1f68490.mp3],あすからは来なくて結構です,从明天起你就不用来了,[sound:hypertts-3369b3b97b1f38070ab4253b4a7ea2be0d142677760b7e1edb17d3e5.mp3],,,
0b569aee-2ed7-11ef-a183-99ad05e145f0,結婚,结婚,[sound:結婚_ケッコン━_0_NHK-2016-local.mp3],結婚記念日,结婚纪念日,[sound:hypertts-663d5320eda67cddeb9a843622f4e5d27e026bb4946525cf2395b6e0.mp3],,,,,,
0b56ab1a-2ed7-11ef-a183-99ad05e145f0,月曜日,周一,[sound:月曜日_ゲツヨ＼ービ_3_NHK-2016-local.mp3],火曜日・水曜日・木曜日・金曜日・土曜日・日曜日,其他周一到周日的叫法,[sound:voicepeak-34-火曜日・水曜日・木曜日・金曜日・土曜日・-435.mp3],,,,,,
0b56b394-2ed7-11ef-a183-99ad05e145f0,健康,健康；健康的,[sound:健康_ケンコー━_0_NHK-2016-local.mp3],健康な体,健康的身体,[sound:hypertts-d10236378e168c0eef13d0659f89af991b79fa14b128afd167b08b61.mp3],,,,,,
0b56bbb4-2ed7-11ef-a183-99ad05e145f0,嫌,讨厌的，反感的,[sound:嫌_イヤ＼_2_NHK-2016-local.mp3],嫌な顔をする,露出不愿意的神色,[sound:hypertts-88ecfbc4513d2170c75c631a8891de070c2b633beca79bae4fd1cc59.mp3],,,,,,
0b56c3f2-2ed7-11ef-a183-99ad05e145f0,嫌い,讨厌，不喜欢,[sound:嫌い_キライ━_0_NHK-2016-local.mp3],食べ物で嫌いなものはない,没有不喜欢吃的东西,[sound:hypertts-0d9a899d826d2ce68c19bddfb0a7400c1411e20f31c17a1e201e2cb7.mp3],,,,,,
0b56cbf4-2ed7-11ef-a183-99ad05e145f0,建物,建筑物，房屋,[sound:建物_タテ＼モノ_2_NHK-2016-local.mp3],日本の伝統的建物,日本的传统式建筑,[sound:hypertts-1c708567b688c3c577ea2a2f8f99c08659a2c6a8ae9a312ca57855ad.mp3],,,,,,
0b56d414-2ed7-11ef-a183-99ad05e145f0,犬,狗,[sound:犬_イヌ＼_2_NHK-2016-local.mp3],犬を飼う,养狗,[sound:hypertts-5723745ccc5dc0fefc29c1d30ef1f6df9f5eab1a3e9c57d79d1e57da.mp3],,,,,,
0b56e3e6-2ed7-11ef-a183-99ad05e145f0,見る,看，观赏,[sound:見る_ミ＼ル_1_NHK-2016-local.mp3],こっちを見てください,请看这边,[sound:hypertts-af19881a18eb3d9903f3b10050d5b82a5ed213536d7ecb4d14abd33e.mp3],,,,,,
0b56ec10-2ed7-11ef-a183-99ad05e145f0,鍵,钥匙；关键,[sound:鍵_カキ゚＼_2_NHK-2016-local.mp3],自転車の鍵,车锁,[sound:hypertts-f3abd81f7fac8a209a0f62ee5f92288cfbec85dd03e043ee619d0bd2.mp3],彼が解決の鍵をにぎっている,他掌握着解决问题的关键,[sound:hypertts-33a4241271b1e1e2586675da18a8b53ef930b83bebdc7485f44c1aa8.mp3],,,
0b56f476-2ed7-11ef-a183-99ad05e145f0,元気,精神，活力；有精神,[sound:元気_ゲ＼ンキ_1_NHK-2016-local.mp3],元気を出す,打起精神来,[sound:hypertts-25718d93ae5c6cf8ceed0e78f9f6b632a2f37bff5d739c16aa111a76.mp3],お元気ですか,您好吗？,[sound:hypertts-a6824c05950ea0a581f8776398513b9dd308ecebc1c62cd28dfa9e35.mp3],,,
0b570718-2ed7-11ef-a183-99ad05e145f0,玄関,玄关处，门口,[sound:玄関_ゲ＼ンカン_1_NHK-2016-local.mp3],日本の家では玄関で靴を脱ぐ,日本人家习惯在门口脱鞋,[sound:hypertts-0143f4f6f9d6085d5f217f25ac87783e87d679703dfdf1cc527f07b9.mp3],,,,,,
0b570f24-2ed7-11ef-a183-99ad05e145f0,言う,说话，告诉；叫作,[sound:言う_ユー━_0_NHK-2016-local.mp3],小声で言う,小声说,[sound:hypertts-af02c61b0379243aabf26b0aeacfa9a69df158577b79e9e53019b890.mp3],私は鈴木といいます,我姓铃木,[sound:hypertts-f26721fcd0895f6ebb4ae62efdf6270f3be992245708fae495ea24bb.mp3],,,
0b571758-2ed7-11ef-a183-99ad05e145f0,言葉,单词；话语,[sound:ことば_コトバ＼_3_NHK-2016-local.mp3],話し言葉,口语,[sound:hypertts-fa3939752676b6dc1842c34a45b7c2b9cb701cb48851b7c5268171a5.mp3],甘い言葉,甜言蜜语,[sound:hypertts-800df58ceccb9ec53b79e3ccc3201d1a621b138fd31e693b6ca1c752.mp3],,,
0b571f78-2ed7-11ef-a183-99ad05e145f0,古い,古老的；旧的,[sound:古い_フル＼イ_2_NHK-2016-local.mp3],古い家に住んでいる,住老房子,[sound:hypertts-d913e4d036434482199a6a6de03bd12943feb388dbf391a0e5bfd6a4.mp3],,,,,,
